City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,Mackenzie,55.2999,-123.1698,69.51,25,23,11.77,CA,2021-06-03 23:01:02
284,Tevaitoa,-16.7833,-151.5,80.26,78,26,9.98,PF,2021-06-03 23:01:03
285,Manjacaze,-24.7117,33.8828,62.22,90,99,15.59,MZ,2021-06-03 23:01:03
286,Darhan,49.4867,105.9228,60.87,50,0,3.36,MN,2021-06-03 23:01:04
287,Sao Filipe,14.8961,-24.4956,74.44,75,8,7.4,CV,2021-06-03 23:01:04
288,San Quintin,30.4833,-115.95,67.91,64,1,7.72,MX,2021-06-03 23:01:04
289,Marsaxlokk,35.8419,14.5431,69.08,88,20,4.61,MT,2021-06-03 23:01:05
290,College,64.8569,-147.8028,68.09,32,95,1.01,US,2021-06-03 23:01:05
291,Omsukchan,62.5333,155.8,50.77,48,20,6.67,RU,2021-06-03 23:01:06
292,Monroe,43.1501,-77.6831,71.24,78,100,1.99,US,2021-06-03 23:00:11
293,Takoradi,4.8845,-1.7554,79.9,85,40,8.25,GH,2021-06-03 23:01:06
294,Tafresh,34.692,50.013,71.92,14,0,5.39,IR,2021-06-03 23:01:06
295,Nelson Bay,-32.7167,152.15,63.75,78,15,3.0,AU,2021-06-03 23:01:07
296,Balezino,57.9796,53.0106,45.23,62,0,10.71,RU,2021-06-03 23:01:07
297,Potosi,-19.5836,-65.7531,44.06,54,22,5.01,BO,2021-06-03 23:01:08
298,Dingle,10.9995,122.6711,79.86,84,100,3.06,PH,2021-06-03 23:01:08
299,Codrington,-38.2667,141.9667,51.67,59,71,18.03,AU,2021-06-03 23:01:08
300,Balabac,7.9868,117.0645,83.37,80,100,10.36,PH,2021-06-03 23:01:09
301,Cockburn Town,21.4612,-71.1419,79.9,80,64,18.48,TC,2021-06-03 22:59:40
302,Zhangye,38.9342,100.4517,61.95,13,0,6.4,CN,2021-06-03 23:01:09
303,Soe,-9.8607,124.284,68.32,86,48,4.54,ID,2021-06-03 23:01:09
304,Dongning,44.0622,131.1207,57.31,78,36,4.79,CN,2021-06-03 23:01:09
305,Sibut,5.718,19.0739,73.96,77,65,1.14,CF,2021-06-03 23:01:10
306,Sayyan,15.1718,44.3244,64.27,26,94,3.94,YE,2021-06-03 23:01:10
307,Superior,46.7208,-92.1041,85.68,51,75,10.36,US,2021-06-03 23:01:10
308,Nizhneangarsk,55.7833,109.55,47.48,72,13,3.0,RU,2021-06-03 23:01:11
309,Sagua La Grande,22.8067,-80.0756,81.99,72,27,13.13,CU,2021-06-03 23:01:11
310,Tawau,4.2498,117.8871,80.44,86,79,3.4,MY,2021-06-03 23:01:11
311,Port Shepstone,-30.7414,30.455,58.23,78,85,17.76,ZA,2021-06-03 23:01:12
312,Serebryansk,49.6925,83.2892,63.95,85,86,4.07,KZ,2021-06-03 23:01:12
313,Praia Da Vitoria,38.7333,-27.0667,62.76,78,63,6.13,PT,2021-06-03 23:01:12
314,Wajir,1.7471,40.0573,77.25,62,67,17.34,KE,2021-06-03 23:01:13
315,Aguimes,27.9054,-15.4461,65.66,70,20,24.16,ES,2021-06-03 23:01:13
316,Morehead,37.2711,-87.1764,77.11,71,1,8.05,US,2021-06-03 23:01:13
317,Opichen,20.55,-89.85,75.16,53,67,10.8,MX,2021-06-03 23:01:13
318,Klyuchi,52.2667,79.1667,58.84,66,87,6.78,RU,2021-06-03 23:01:14
319,Diffa,13.3154,12.6113,90.37,20,85,5.08,NE,2021-06-03 23:01:14
320,Filingue,14.3521,3.3168,93.0,21,2,1.03,NE,2021-06-03 23:01:14
321,Kolyvan,55.3053,82.7391,50.05,80,43,7.36,RU,2021-06-03 23:01:15
322,Guerrero Negro,27.9769,-114.0611,72.86,51,3,14.41,MX,2021-06-03 23:01:15
323,Neuquen,-38.9516,-68.0591,73.29,31,0,18.41,AR,2021-06-03 22:59:17
324,Lavrentiya,65.5833,-171.0,33.58,69,99,3.4,RU,2021-06-03 23:01:15
325,Comodoro Rivadavia,-45.8667,-67.5,44.46,87,0,2.3,AR,2021-06-03 22:56:52
326,Talcahuano,-36.7167,-73.1167,56.08,94,100,2.24,CL,2021-06-03 23:01:16
327,Shabrovskiy,56.636,60.5807,45.21,66,0,4.59,RU,2021-06-03 23:01:16
328,Margate,51.3813,1.3862,62.46,77,38,1.01,GB,2021-06-03 23:01:16
329,Benguela,-12.5763,13.4055,73.02,88,8,4.68,AO,2021-06-03 23:01:16
330,Apatou,5.155,-54.3472,74.77,97,81,2.82,GF,2021-06-03 23:01:12
331,Nakhon Sawan,15.7,100.0833,84.7,74,74,3.98,TH,2021-06-03 23:01:17
332,Opunake,-39.4556,173.8583,55.35,77,60,10.07,NZ,2021-06-03 23:01:17
333,Atar,20.5169,-13.0499,93.78,24,93,15.86,MR,2021-06-03 23:01:18
334,Horodyshche,49.2849,31.4451,50.72,96,96,7.85,UA,2021-06-03 23:01:18
335,Coquimbo,-29.9533,-71.3436,59.36,86,76,1.61,CL,2021-06-03 23:01:18
336,Lompoc,34.6391,-120.4579,86.77,63,13,3.0,US,2021-06-03 23:01:18
337,Olafsvik,64.8945,-23.7142,48.15,82,100,9.75,IS,2021-06-03 22:57:14
338,Muisne,0.6,-80.0333,77.54,81,75,5.64,EC,2021-06-03 23:01:19
339,Gajendragarh,15.7333,75.9833,75.87,79,100,1.63,IN,2021-06-03 23:01:19
340,Leshukonskoye,64.8989,45.7622,52.68,83,62,3.91,RU,2021-06-03 23:01:20
341,Carauari,-4.8828,-66.8958,80.74,69,100,2.59,BR,2021-06-03 23:01:20
342,Toguchin,55.2353,84.3858,49.53,81,81,7.65,RU,2021-06-03 23:01:20
343,Yarada,17.65,83.2667,80.92,94,20,10.33,IN,2021-06-03 23:01:20
344,Anadyr,64.75,177.4833,41.5,56,20,15.01,RU,2021-06-03 23:01:21
345,Beyneu,45.3167,55.2,76.75,47,3,16.89,KZ,2021-06-03 23:01:21
346,Galveston,29.3669,-94.9669,81.99,83,100,7.9,US,2021-06-03 23:01:21
347,Laguna,38.421,-121.4238,103.44,30,1,3.0,US,2021-06-03 23:01:21
348,San Cristobal,7.7669,-72.225,70.84,85,84,3.53,VE,2021-06-03 23:01:22
349,Roma,43.2128,-75.4557,71.11,90,90,5.75,US,2021-06-03 23:01:22
350,Longjiang,47.3303,123.1836,55.62,75,77,11.1,CN,2021-06-03 23:01:22
351,Bogorodskoye,56.55,37.8833,47.46,89,38,6.49,RU,2021-06-03 23:01:23
352,Bengkulu,-3.8004,102.2655,76.28,91,92,3.67,ID,2021-06-03 23:01:23
353,Ahipara,-35.1667,173.1667,60.55,60,14,2.17,NZ,2021-06-03 23:01:23
354,Usinsk,65.9939,57.5281,40.93,82,4,9.01,RU,2021-06-03 23:01:24
355,Mana,5.6592,-53.7767,77.59,92,93,9.35,GF,2021-06-03 23:01:24
356,Peniche,39.3558,-9.3811,59.72,77,0,22.17,PT,2021-06-03 23:01:24
357,Uige,-7.6087,15.0613,66.81,69,9,3.0,AO,2021-06-03 23:01:25
358,Kumluca,36.3703,30.2869,70.07,48,1,5.23,TR,2021-06-03 23:01:25
359,Vanimo,-2.6741,141.3028,80.29,84,89,3.27,PG,2021-06-03 23:01:25
360,Goderich,43.7501,-81.7165,75.2,84,21,4.99,CA,2021-06-03 23:00:46
361,Ndioum,16.5129,-14.6471,89.04,31,61,14.36,SN,2021-06-03 23:01:26
362,Lorengau,-2.0226,147.2712,82.63,72,91,0.78,PG,2021-06-03 23:01:16
363,Provideniya,64.3833,-173.3,35.71,69,75,15.66,RU,2021-06-03 23:01:26
364,Lucea,18.451,-78.1736,82.13,74,12,8.28,JM,2021-06-03 23:01:26
365,Ambanja,-13.6833,48.45,70.56,92,56,3.67,MG,2021-06-03 23:01:27
366,Palmer,42.1584,-72.3287,71.38,79,90,3.0,US,2021-06-03 23:01:27
367,Sobolevo,54.4299,31.8996,53.06,76,32,6.49,RU,2021-06-03 23:01:27
368,Huarmey,-10.0681,-78.1522,66.94,79,37,7.92,PE,2021-06-03 23:01:28
369,Wahiawa,21.5028,-158.0236,81.79,58,64,9.95,US,2021-06-03 23:01:28
370,Juanjui,-7.1779,-76.7314,74.26,97,49,0.96,PE,2021-06-03 22:59:16
371,Darvari,44.2,23.05,62.08,69,69,5.93,RO,2021-06-03 23:01:28
372,Hambantota,6.1241,81.1185,79.03,87,99,14.54,LK,2021-06-03 23:01:28
373,Adrar,20.5022,-10.0711,89.94,23,95,26.8,MR,2021-06-03 23:01:29
374,Ritchie,-29.038,24.6028,39.9,63,0,8.75,ZA,2021-06-03 23:01:29
375,Gamba,-2.65,10.0,75.69,92,5,5.32,GA,2021-06-03 23:01:29
376,Baraya,3.1533,-75.0531,77.5,78,93,2.82,CO,2021-06-03 23:01:30
377,Mitu,1.1983,-70.1733,73.71,97,85,2.19,CO,2021-06-03 23:00:01
378,Mackay,-21.15,149.2,71.69,76,41,8.95,AU,2021-06-03 23:01:30
379,Hofn,64.2539,-15.2082,47.97,81,92,9.37,IS,2021-06-03 23:01:30
380,Nuuk,64.1835,-51.7216,38.88,81,62,9.22,GL,2021-06-03 23:01:30
381,Tessalit,20.1986,1.0114,96.48,8,57,10.42,ML,2021-06-03 23:01:31
382,Nouadhibou,20.931,-17.0347,66.56,78,67,23.17,MR,2021-06-03 23:01:31
383,Turukhansk,65.8167,87.9833,36.64,75,54,8.19,RU,2021-06-03 23:01:31
384,Villaviciosa,43.4813,-5.4357,57.0,81,100,2.01,ES,2021-06-03 23:01:32
385,Cayenne,4.9333,-52.3333,81.09,83,90,1.01,GF,2021-06-03 23:01:32
386,Foz,43.5692,-7.2544,50.41,90,30,1.79,ES,2021-06-03 23:01:32
387,Gusau,12.1628,6.6614,88.84,33,6,7.34,NG,2021-06-03 23:01:33
388,Ogdensburg,44.6942,-75.4863,72.1,85,90,5.75,US,2021-06-03 23:01:33
389,Inhambane,-23.865,35.3833,66.16,86,63,13.33,MZ,2021-06-03 23:01:33
390,Mumbwa,-14.9783,27.0619,55.06,53,2,2.71,ZM,2021-06-03 23:01:33
391,Batagay-Alyta,67.8006,130.4114,66.54,45,87,8.34,RU,2021-06-03 23:01:34
392,Atasu,48.6814,71.6433,57.81,79,27,6.6,KZ,2021-06-03 23:01:34
393,Chaozhou,23.6651,116.6379,80.33,86,100,3.15,CN,2021-06-03 23:01:34
394,Mali,12.079,-12.2982,73.83,42,81,1.79,GN,2021-06-03 23:01:35
395,Clyde River,70.4692,-68.5914,31.41,96,100,8.63,CA,2021-06-03 23:01:35
396,Zhangjiakou,40.81,114.8794,60.78,49,23,14.7,CN,2021-06-03 23:01:35
397,Siemiatycze,52.4272,22.8623,56.25,76,99,3.69,PL,2021-06-03 23:01:36
398,Honiara,-9.4333,159.95,81.79,80,99,5.61,SB,2021-06-03 22:59:24
399,Champerico,14.3,-91.9167,88.75,66,8,5.79,GT,2021-06-03 23:00:19
400,Healdsburg,38.6105,-122.8692,105.1,33,1,1.99,US,2021-06-03 23:01:36
401,Abu Samrah,35.3029,37.1841,63.36,69,0,6.87,SY,2021-06-03 23:01:36
402,Lyngdal,58.1376,7.07,56.89,84,93,17.47,NO,2021-06-03 23:01:37
403,Erdenet,49.0333,104.0833,55.92,54,13,1.88,MN,2021-06-03 23:01:37
404,Koungou,-12.7336,45.2042,76.71,88,0,5.68,YT,2021-06-03 23:01:37
405,Sept-Iles,50.2001,-66.3821,57.06,73,100,3.0,CA,2021-06-03 23:01:38
406,Kazerun,29.6195,51.6541,82.62,11,41,1.34,IR,2021-06-03 23:01:38
407,Cootamundra,-34.65,148.0333,48.94,91,100,8.79,AU,2021-06-03 23:01:38
408,Pacific Grove,36.6177,-121.9166,88.45,79,37,3.0,US,2021-06-03 23:01:39
409,Porto Novo,6.4965,2.6036,81.19,81,8,7.99,BJ,2021-06-03 23:01:39
410,Miri,4.4148,114.0089,77.58,94,99,4.14,MY,2021-06-03 23:01:39
411,Casselman,45.3168,-75.0826,72.43,87,100,5.1,CA,2021-06-03 23:01:40
412,Saldanha,-33.0117,17.9442,58.17,64,66,5.77,ZA,2021-06-03 23:01:40
413,Adelaide,-34.9333,138.6,55.47,88,20,1.01,AU,2021-06-03 22:59:38
414,Kikwit,-5.041,18.8162,75.11,63,85,1.1,CD,2021-06-03 23:01:40
415,Nome,64.5011,-165.4064,37.17,66,86,17.81,US,2021-06-03 23:01:41
416,Sao Miguel Do Araguaia,-13.275,-50.1628,77.88,39,1,2.62,BR,2021-06-03 22:59:48
417,Mumford,5.2618,-0.759,80.44,86,13,10.11,GH,2021-06-03 23:01:41
418,Port Moresby,-9.4431,147.1797,77.74,89,96,7.38,PG,2021-06-03 23:01:42
419,Tutin,42.9903,20.3314,45.64,91,18,3.44,RS,2021-06-03 23:01:42
420,Xifeng,42.7372,124.7222,56.59,64,82,7.87,CN,2021-06-03 23:01:42
421,Chillicothe,39.3331,-82.9824,72.52,84,1,7.94,US,2021-06-03 22:58:37
422,Luan,46.3592,6.9759,59.65,82,97,1.01,CH,2021-06-03 23:01:43
423,Ancud,-41.8697,-73.8203,50.43,90,100,12.19,CL,2021-06-03 23:01:43
424,Ha Tinh,18.3333,105.9,86.25,65,99,3.78,VN,2021-06-03 22:56:54
425,Mehamn,71.0357,27.8492,49.77,76,30,17.22,NO,2021-06-03 23:01:44
426,Rio Gallegos,-51.6226,-69.2181,35.96,98,100,7.54,AR,2021-06-03 23:01:44
427,Butwal,27.7006,83.4484,77.85,65,23,4.45,NP,2021-06-03 23:01:44
428,Muhos,64.808,25.9931,55.18,70,100,5.53,FI,2021-06-03 23:01:44
429,Wanaka,-44.7,169.15,46.78,91,99,5.06,NZ,2021-06-03 23:01:45
430,Veraval,20.9,70.3667,82.51,82,56,8.79,IN,2021-06-03 23:01:45
431,Hovd,48.0056,91.6419,64.02,44,95,5.75,MN,2021-06-03 23:01:45
432,Erenhot,43.6475,111.9767,51.48,64,23,14.14,CN,2021-06-03 23:01:46
433,Bandar-E Lengeh,26.5579,54.8807,88.16,65,1,5.39,IR,2021-06-03 23:01:46
434,Kerch,45.3583,36.4758,60.15,85,100,14.47,UA,2021-06-03 23:01:46
435,Puerto Padre,21.195,-76.6028,80.06,77,18,11.97,CU,2021-06-03 23:01:46
436,Tyler,32.3513,-95.3011,80.65,64,1,1.01,US,2021-06-03 23:01:47
437,Caucaia,-3.7361,-38.6531,81.03,73,0,6.22,BR,2021-06-03 22:57:05
438,Oktyabrskiy,54.4815,53.471,51.42,63,61,14.7,RU,2021-06-03 23:01:47
439,Salamiyah,35.0113,37.0532,60.8,77,0,6.44,SY,2021-06-03 23:01:47
440,Namatanai,-3.6667,152.4333,82.6,75,100,3.15,PG,2021-06-03 23:01:48
441,Missungwi,-2.85,33.0833,67.42,65,86,2.95,TZ,2021-06-03 23:01:48
442,Melfort,52.8667,-104.6177,87.06,31,34,10.0,CA,2021-06-03 23:01:48
443,Santa Rosa,14.3122,121.1114,85.08,78,98,3.49,PH,2021-06-03 23:01:48
444,Bubaque,11.2833,-15.8333,78.44,75,47,8.37,GW,2021-06-03 23:01:49
445,Pathein,16.7833,94.7333,81.45,84,61,5.39,MM,2021-06-03 23:01:49
446,Chabahar,25.2919,60.643,83.89,86,0,13.8,IR,2021-06-03 23:01:49
447,Lowestoft,52.4752,1.7516,62.17,90,29,3.02,GB,2021-06-03 23:01:50
448,Boende,-0.2167,20.8667,72.23,89,38,2.01,CD,2021-06-03 23:01:50
449,Dodoma,-6.1722,35.7395,64.0,80,100,7.72,TZ,2021-06-03 23:01:50
450,Christchurch,-43.5333,172.6333,52.03,97,90,1.01,NZ,2021-06-03 23:01:51
451,Soyo,-6.1349,12.3689,76.86,89,44,7.36,AO,2021-06-03 23:01:51
452,Noumea,-22.2763,166.4572,73.99,99,4,2.19,NC,2021-06-03 23:01:51
453,Kavaratti,10.5669,72.642,84.06,74,100,16.35,IN,2021-06-03 23:01:52
454,Deputatskiy,69.3,139.9,62.19,34,100,3.53,RU,2021-06-03 23:01:52
455,Xinzhou,38.4092,112.7333,65.21,30,0,7.56,CN,2021-06-03 23:01:52
456,Talara,-4.5772,-81.2719,68.2,84,7,14.67,PE,2021-06-03 23:01:52
457,Nerchinskiy Zavod,51.3088,119.61,53.4,83,100,6.89,RU,2021-06-03 23:01:53
458,Mayo,38.8876,-76.5119,78.96,87,100,4.0,US,2021-06-03 23:01:53
459,Turan,16.0678,108.2208,86.05,74,20,1.14,VN,2021-06-03 23:01:53
460,Verkhnevilyuysk,63.4453,120.3167,73.62,39,29,6.51,RU,2021-06-03 23:01:54
461,Broken Hill,-31.95,141.4333,52.38,78,6,11.5,AU,2021-06-03 23:01:54
462,Ondjiva,-17.0667,15.7333,52.68,30,0,7.81,AO,2021-06-03 23:01:54
463,Sisimiut,66.9395,-53.6735,34.02,84,100,5.99,GL,2021-06-03 23:01:55
464,Gizo,-8.103,156.8419,82.54,77,82,4.85,SB,2021-06-03 23:01:55
465,La Ronge,55.1001,-105.2842,68.02,66,99,6.2,CA,2021-06-03 23:01:55
466,Lodja,-3.4833,23.4333,70.54,86,72,1.16,CD,2021-06-03 23:01:55
467,Jinka,5.65,36.65,61.79,91,90,4.5,ET,2021-06-03 23:01:56
468,Savannah Bight,16.45,-85.85,86.0,81,76,24.02,HN,2021-06-03 23:01:56
469,Vestmannaeyjar,63.4427,-20.2734,49.08,78,100,27.45,IS,2021-06-03 23:01:56
470,Harper,4.375,-7.7169,79.0,86,100,6.26,LR,2021-06-03 23:01:57
471,Nobeoka,32.5833,131.6667,73.76,92,100,8.88,JP,2021-06-03 23:01:57
472,Warragul,-38.1667,145.9333,50.32,94,100,7.0,AU,2021-06-03 23:01:57
473,Kumylzhenskaya,49.8809,42.5898,54.3,98,100,4.81,RU,2021-06-03 23:01:57
474,Kishtwar,33.3167,75.7667,58.51,76,100,3.38,IN,2021-06-03 23:01:58
475,Paracuru,-3.41,-39.0306,81.1,74,5,11.05,BR,2021-06-03 23:01:58
476,Nioro,13.35,-15.75,81.32,54,81,7.99,GM,2021-06-03 23:01:58
477,Bathsheba,13.2167,-59.5167,79.68,78,91,16.84,BB,2021-06-03 23:01:07
478,Cubuk,40.2386,33.0322,51.26,66,40,4.12,TR,2021-06-03 23:01:59
479,Kirakira,-10.4544,161.9205,80.92,85,100,7.92,SB,2021-06-03 23:01:59
480,Gornyak,50.9942,81.4661,62.64,87,61,6.4,RU,2021-06-03 23:01:59
481,Novonikolayevskiy,50.9738,42.3649,52.29,96,100,5.48,RU,2021-06-03 23:02:00
482,Lasem,-6.6922,111.4527,76.59,89,98,6.46,ID,2021-06-03 23:02:00
483,Nola,40.922,14.5329,70.57,72,5,1.54,IT,2021-06-03 23:02:00
484,Moose Factory,51.2585,-80.6094,39.18,100,90,17.27,CA,2021-06-03 23:02:00
485,La Roche-Sur-Yon,46.6667,-1.4333,62.15,100,90,4.61,FR,2021-06-03 23:02:01
486,Dunmore Town,25.5,-76.65,79.0,79,5,15.17,BS,2021-06-03 23:02:01
487,Ponta Delgada,37.7333,-25.6667,59.72,77,20,2.3,PT,2021-06-03 23:02:01
488,Remanso,-9.6179,-42.0831,83.62,48,61,8.41,BR,2021-06-03 23:02:02
489,Novo Aripuana,-5.1206,-60.3797,80.02,66,56,2.73,BR,2021-06-03 23:02:02
490,Denpasar,-8.65,115.2167,78.46,94,20,5.26,ID,2021-06-03 23:02:02
491,Jinchang,38.4953,102.1739,61.45,11,0,6.35,CN,2021-06-03 23:02:02
492,Dzhebariki-Khaya,62.2167,135.8,66.69,30,56,2.37,RU,2021-06-03 23:02:03
493,Hualmay,-11.0964,-77.6139,65.7,81,64,8.81,PE,2021-06-03 23:02:03
494,Voh,-20.9667,164.7,75.11,62,65,3.74,NC,2021-06-03 23:02:04
495,Winslow,35.0242,-110.6974,93.96,10,41,4.0,US,2021-06-03 23:02:04
496,Grand Island,40.925,-98.342,86.02,35,40,4.0,US,2021-06-03 23:02:04
497,Svetlogorsk,52.6333,29.7333,51.24,79,77,7.2,BY,2021-06-03 23:02:05
498,Sao Joao Da Barra,-21.6403,-41.0511,73.67,87,0,7.31,BR,2021-06-03 23:02:05
499,Tynda,55.1667,124.7167,62.4,53,61,10.4,RU,2021-06-03 23:02:05
500,Merauke,-8.4667,140.3333,80.08,75,63,13.38,ID,2021-06-03 23:02:05
501,Porto Velho,-8.7619,-63.9039,80.65,69,0,2.3,BR,2021-06-03 22:58:21
502,Novoaltaysk,53.3917,83.9363,60.21,95,100,3.42,RU,2021-06-03 23:02:06
503,Teya,60.3778,92.6267,46.36,70,99,4.14,RU,2021-06-03 23:02:06
504,Sakaiminato,35.55,133.2333,66.13,96,100,8.43,JP,2021-06-03 23:02:07
505,Bay Roberts,47.5999,-53.2648,63.05,58,80,3.0,CA,2021-06-03 23:02:07
506,Pelym,61.0108,61.9978,35.64,63,1,4.25,RU,2021-06-03 23:02:07
507,Port Keats,-14.25,129.55,77.36,61,92,8.55,AU,2021-06-03 23:02:07
508,Half Moon Bay,37.4636,-122.4286,93.11,66,90,1.01,US,2021-06-03 23:00:27
509,Aykino,62.2248,49.9922,46.94,82,4,4.12,RU,2021-06-03 23:02:08
510,Carbondale,37.7273,-89.2168,80.06,61,40,1.68,US,2021-06-03 22:58:52
511,Sinnamary,5.3833,-52.95,78.51,88,97,8.52,GF,2021-06-03 23:01:12
512,Basco,20.4487,121.9702,84.78,79,92,20.94,PH,2021-06-03 23:02:08
513,Ostrogozhsk,50.8664,39.0756,52.99,93,100,8.52,RU,2021-06-03 23:02:08
514,Pangnirtung,66.1451,-65.7125,34.14,91,95,1.36,CA,2021-06-03 23:02:09
515,Yubari,43.0378,141.9578,59.9,89,100,24.0,JP,2021-06-03 23:02:09
516,Albanel,48.8832,-72.4487,67.28,65,56,11.81,CA,2021-06-03 23:02:09
517,Port Blair,11.6667,92.75,82.67,76,100,3.8,IN,2021-06-03 23:02:10
518,Pangody,65.85,74.4859,35.67,71,92,9.06,RU,2021-06-03 23:02:10
519,Hanzhong,33.0728,107.0303,60.15,67,22,0.38,CN,2021-06-03 23:02:10
520,Riberalta,-10.9833,-66.1,77.5,66,16,0.78,BO,2021-06-03 23:02:11
521,Kholm-Zhirkovskiy,55.5189,33.4731,49.39,90,61,6.67,RU,2021-06-03 23:02:11
522,Neiafu,-18.65,-173.9833,77.09,83,80,17.81,TO,2021-06-03 23:02:11
523,Wajima,37.4,136.9,66.65,93,100,10.36,JP,2021-06-03 23:02:11
524,Sungaipenuh,-2.0833,101.3833,65.77,97,96,0.18,ID,2021-06-03 23:02:12
525,North Branch,45.5113,-92.9802,88.09,81,100,6.53,US,2021-06-03 23:00:40
526,Dingli,35.8614,14.3822,66.81,88,20,4.61,MT,2021-06-03 23:02:12
527,Pokosnoye,55.5258,101.0536,61.3,51,38,4.81,RU,2021-06-03 23:02:12
528,Kulgam,33.65,75.0167,58.12,78,97,1.41,IN,2021-06-03 23:02:13
529,Vadso,70.0744,29.7487,59.88,67,51,4.07,NO,2021-06-03 23:02:13
530,Anan,33.9167,134.65,74.98,88,75,23.02,JP,2021-06-03 23:02:13
531,Teeli,51.0333,90.2333,60.15,68,82,2.28,RU,2021-06-03 23:02:14
532,Chapais,49.7834,-74.8492,65.75,52,79,8.66,CA,2021-06-03 23:02:14
533,Makakilo City,21.3469,-158.0858,83.61,58,37,12.93,US,2021-06-03 23:02:14
534,Mao,39.8885,4.2658,66.76,88,0,13.8,ES,2021-06-03 23:02:14
535,Sinop,41.7711,34.8709,52.59,79,99,9.13,TR,2021-06-03 23:02:15
536,Mpongwe,-13.5091,28.155,59.65,78,58,6.69,ZM,2021-06-03 23:02:15
537,Aasiaat,68.7098,-52.8699,33.46,96,100,9.17,GL,2021-06-03 23:02:15
538,Zvenigovo,55.9742,48.0181,50.95,62,0,13.69,RU,2021-06-03 23:02:16
539,Banda Aceh,5.5577,95.3222,79.95,84,95,9.06,ID,2021-06-03 23:02:16
540,Kloulklubed,7.0419,134.2556,82.06,77,20,6.06,PW,2021-06-03 23:02:16
541,Mapiripan,2.8892,-72.1256,76.1,90,72,1.16,CO,2021-06-03 23:02:17
542,Ambulu,-8.345,113.6058,74.16,87,50,2.86,ID,2021-06-03 23:02:17
543,Padang,-0.9492,100.3543,78.85,87,100,2.33,ID,2021-06-03 23:02:17
544,Mahajanga,-15.7167,46.3167,71.62,88,20,1.14,MG,2021-06-03 23:02:18
545,Corner Brook,48.9667,-57.9484,58.21,66,97,4.56,CA,2021-06-03 23:02:18
546,Manaure,11.7751,-72.4445,84.72,61,100,18.77,CO,2021-06-03 23:02:18
547,Samarai,-10.6167,150.6667,79.54,86,82,8.66,PG,2021-06-03 23:02:19
548,Mount Pleasant,32.7941,-79.8626,78.8,90,90,4.0,US,2021-06-03 23:02:14
549,Tautira,-17.7333,-149.15,84.22,82,52,16.71,PF,2021-06-03 23:02:19
550,Mukhen,48.1,136.1,52.88,95,100,7.23,RU,2021-06-03 23:02:19
551,Mazamitla,19.9167,-103.0333,60.22,79,99,2.59,MX,2021-06-03 23:02:20
552,Tromso,69.6496,18.957,54.37,71,0,0.0,NO,2021-06-03 23:02:20
553,Maragogi,-9.0122,-35.2225,76.28,84,6,6.44,BR,2021-06-03 23:02:20
554,Soto,-32.8107,-61.4026,63.03,67,8,9.37,AR,2021-06-03 23:02:21
555,Warrington,53.3925,-2.5802,57.92,76,20,3.0,GB,2021-06-03 22:57:28
556,Aranos,-24.1333,19.1167,48.54,60,0,9.17,NA,2021-06-03 23:02:21
557,Barinas,8.6226,-70.2075,76.5,89,90,3.18,VE,2021-06-03 23:02:21
558,Konstantinovskoye,45.2992,42.6367,54.18,91,86,2.73,RU,2021-06-03 23:02:22
559,Abbeville,50.1,1.8333,62.28,92,29,4.72,FR,2021-06-03 23:02:22
560,Kannauj,27.0546,79.922,89.31,39,24,5.84,IN,2021-06-03 23:02:22
561,Marawi,7.9986,124.2928,69.66,89,91,2.01,PH,2021-06-03 23:02:22
562,Calama,-22.4667,-68.9333,64.89,10,0,12.66,CL,2021-06-03 22:57:53
563,Mhlume,-26.0333,31.85,61.86,65,96,13.22,SZ,2021-06-03 23:02:23
564,Tigil,57.8,158.6667,43.14,90,100,9.57,RU,2021-06-03 23:02:23
565,Havoysund,70.9963,24.6622,52.68,78,10,15.52,NO,2021-06-03 23:02:23
566,Kokuy,52.2037,117.5529,56.3,80,10,3.2,RU,2021-06-03 23:02:24
567,Kushmurun,52.4503,64.6311,56.37,84,96,18.19,KZ,2021-06-03 23:02:24
568,Las Lomas,8.4333,-82.4,84.27,88,100,2.26,PA,2021-06-03 23:02:24
569,Axim,4.8699,-2.2405,79.79,85,27,7.81,GH,2021-06-03 23:02:24
570,Yeppoon,-23.1333,150.7333,65.98,74,94,6.2,AU,2021-06-03 23:02:25
571,Kerrville,30.0474,-99.1403,72.48,80,75,3.0,US,2021-06-03 23:01:35
572,Akhmeta,42.0311,45.2075,63.12,83,68,3.85,GE,2021-06-03 23:02:25
573,Nanortalik,60.1432,-45.2371,36.41,86,85,13.04,GL,2021-06-03 23:02:25
574,Naron,43.5167,-8.1528,54.45,85,58,5.03,ES,2021-06-03 23:02:26
575,Bambanglipuro,-7.95,110.2833,55.6,90,96,4.27,ID,2021-06-03 23:02:26
576,Fuling,29.7022,107.3919,62.74,88,94,2.3,CN,2021-06-03 23:02:26
